ID,titulo practica,RUT Companhia,sueldo,modalidad,formato
99118,Practicante en Geriatría,77559374-1,276964,Trabajo remoto,Jornadas flexibles
81418,Practicante en Urbanismo,77559843-3,364386,Trabajo presencial,Jornada de tiempo parcial
69914,Practicante en Astrofísica,77559843-3,203104,Trabajo presencial,Jornada de tiempo parcial
49423,Practicante en Educación Especial,77559843-3,211824,Trabajo presencial,Jornada de medio tiempo
21685,Practicante en Estudio de Arquitectura,77559435-7,205068,Trabajo remoto,Jornadas de turnos
70899,Practicante en Arte Digital para Publicidad,77559435-7,223211,Trabajo remoto,Jornada de tiempo completo
24256,Practicante en Fisioterapia Deportiva,77559435-7,279560,Trabajo presencial,Jornada de medio tiempo
76363,Practicante en Óptica y Fotónica,77559435-7,224348,Trabajo presencial,Jornadas flexibles
59711,Practicante en Investigación Histórica,77559435-7,302767,Trabajo remoto,Jornadas de turnos
32214,Practicante en Mapeo Geológico,77559435-7,225173,Trabajo remoto,Jornadas de turnos
53456,Practicante en Ginecología,77560303-8,250536,Trabajo presencial,Jornada de tiempo completo
7143,Practicante en Estimulación Temprana,77560697-5,348927,Trabajo presencial,Jornada de medio tiempo
96183,Practicante en Microbiología,77560697-5,354714,Trabajo presencial,Jornada de tiempo completo
83673,Practicante en Automatización,77560697-5,253168,Trabajo presencial,Jornadas de turnos
62650,Practicante en Robótica,77561831-0,364038,Trabajo remoto,Jornadas flexibles
85423,Practicante en Calidad,77561831-0,241202,Trabajo presencial,Jornada de tiempo parcial
67859,Practicante en Agencia de Diseño,77561831-0,206489,Trabajo presencial,Jornada de medio tiempo
24896,Practicante en Educación Artística,77561831-0,296170,Trabajo remoto,Jornada de medio tiempo
43011,Practicante en Propiedad Intelectual,77561831-0,259297,Trabajo remoto,Jornada de tiempo completo
72567,Practicante en Restauración Patrimonial,77561816-7,283259,Trabajo remoto,Jornada de tiempo parcial
93929,Practicante en Odontopediatría,77562017-K,231917,Trabajo remoto,Jornada de tiempo completo
57540,Practicante en Consultoría Empresarial,77562017-K,308404,Trabajo presencial,Jornada de tiempo completo
31197,Practicante en Electrónica de Potencia,77562017-K,215505,Trabajo remoto,Jornada de tiempo parcial
61640,Practicante en Identidad Corporativa,77562017-K,258009,Trabajo presencial,Jornada de tiempo completo
91716,Practicante en Laboratorio Químico,77562017-K,267279,Trabajo presencial,Jornada de tiempo completo
15902,Practicante en Neuropsicología,77562017-K,213281,Trabajo remoto,Jornada de tiempo completo
21840,Practicante en Psicología Forense,77562017-K,203990,Trabajo remoto,Jornada de medio tiempo
34575,Practicante en Escuela Primaria,77562017-K,336946,Trabajo presencial,Jornada de medio tiempo
48193,Practicante en Estimulación Temprana,77562017-K,259107,Trabajo presencial,Jornadas flexibles
67739,Practicante en Investigación Social,77562017-K,244992,Trabajo presencial,Jornadas de turnos
27554,Practicante en Derecho Penal,77562017-K,323872,Trabajo remoto,Jornadas flexibles
32469,Practicante en Agencia de Diseño,77562017-K,293191,Trabajo presencial,Jornadas flexibles
92929,Practicante en Geofísica,77562017-K,308690,Trabajo remoto,Jornadas de turnos
57494,Practicante en Animación y Modelado 3D,77562556-2,237926,Trabajo presencial,Jornada de tiempo parcial
46348,Practicante en Pediatría,77562556-2,256707,Trabajo presencial,Jornada de tiempo parcial
573,Practicante en Química Inorgánica,77562556-2,298688,Trabajo remoto,Jornadas de turnos
45954,Practicante en Investigación Histórica,77562572-4,217579,Trabajo remoto,Jornadas de turnos
69244,Practicante en Ilustración Digital,77562572-4,270145,Trabajo presencial,Jornada de tiempo completo
72713,Practicante en Estudio de Arquitectura,77562572-4,373319,Trabajo presencial,Jornadas de turnos
5306,Practicante en Kinesiología Pediátrica,77562572-4,205193,Trabajo presencial,Jornadas flexibles
31587,Practicante en Ortodoncia,77563087-6,322483,Trabajo presencial,Jornada de tiempo parcial
4627,Practicante en Propiedad Intelectual,77563087-6,265045,Trabajo remoto,Jornadas flexibles
97807,Practicante en Electrónica de Potencia,77563087-6,259184,Trabajo remoto,Jornada de tiempo parcial
60319,Practicante en Museología,77563087-6,301192,Trabajo remoto,Jornadas de turnos
42840,Practicante en Investigación Histórica,77563087-6,338488,Trabajo remoto,Jornada de tiempo completo
6679,Practicante en Patrimonio Cultural,77562769-7,257553,Trabajo presencial,Jornadas de turnos
3572,Practicante en Educación Artística,77562942-8,211090,Trabajo remoto,Jornada de tiempo parcial
33411,Practicante en Ingeniería Estructural,77563972-5,296659,Trabajo remoto,Jornadas de turnos
41418,Practicante en Patrimonio Cultural,77563929-6,255796,Trabajo presencial,Jornada de medio tiempo
86855,Practicante en Automatización,77563929-6,316948,Trabajo presencial,Jornadas flexibles
2714,Practicante en Psicología Escolar,77563929-6,230962,Trabajo remoto,Jornada de medio tiempo
57103,Practicante en Restauración Patrimonial,77563929-6,403668,Trabajo presencial,Jornadas de turnos
60680,Practicante en Rehabilitación Deportiva,77563929-6,267023,Trabajo remoto,Jornada de tiempo parcial
85349,Practicante en Museología,77563929-6,233472,Trabajo presencial,Jornada de medio tiempo
22357,Practicante en Laboratorio de Física Aplicada,77563929-6,236646,Trabajo presencial,Jornadas de turnos
46159,Practicante en Diseño Editorial,77563929-6,319535,Trabajo remoto,Jornada de tiempo completo
71051,Practicante en Pedagogía Montessori,77563929-6,299014,Trabajo presencial,Jornadas de turnos
13165,Practicante en Asistencia Social,77563357-3,200424,Trabajo remoto,Jornadas flexibles
64548,Practicante en Derecho Corporativo,77563357-3,224201,Trabajo remoto,Jornadas flexibles
97783,Practicante en Psicología Escolar,77563357-3,229870,Trabajo remoto,Jornada de medio tiempo
50918,Practicante en Inteligencia Artificial,77563357-3,317648,Trabajo presencial,Jornada de tiempo parcial
56020,Practicante en Laboratorio Biológico,77563357-3,213302,Trabajo presencial,Jornada de tiempo parcial
52157,Practicante en Intervención Comunitaria,77563357-3,206666,Trabajo presencial,Jornada de tiempo completo
37751,Practicante en Ciberseguridad,77563357-3,297608,Trabajo remoto,Jornada de tiempo completo
14090,Practicante en Diseño Mecánico,77563357-3,397744,Trabajo presencial,Jornada de medio tiempo
34552,Practicante en Farmacología,77563357-3,247400,Trabajo remoto,Jornada de medio tiempo
5119,Practicante en Sistemas de Control,77563357-3,202937,Trabajo remoto,Jornadas flexibles
39702,Practicante en Robótica,77563357-3,206305,Trabajo presencial,Jornada de tiempo completo
5383,Practicante en Obras Civiles,77563357-3,271973,Trabajo presencial,Jornada de tiempo parcial
56871,Practicante en Edición de Video,77563357-3,324550,Trabajo remoto,Jornadas flexibles
90203,Practicante en Ecología,77563357-3,207730,Trabajo remoto,Jornada de medio tiempo
30141,Practicante en Investigación Social,77563357-3,212431,Trabajo remoto,Jornada de tiempo completo
66535,Practicante en Óptica y Fotónica,77563357-3,246237,Trabajo presencial,Jornada de medio tiempo
95211,Practicante en Fabricación de Maquinaria,77563357-3,221956,Trabajo remoto,Jornadas flexibles
12609,Practicante en Geología Ambiental,77563717-K,291235,Trabajo presencial,Jornada de tiempo completo
41234,Practicante en Museología,77563717-K,261300,Trabajo remoto,Jornadas de turnos
66833,Practicante en Derechos Humanos,77563717-K,248546,Trabajo remoto,Jornada de medio tiempo
84853,Practicante en Ortodoncia,77563717-K,267918,Trabajo presencial,Jornada de tiempo parcial
67698,Practicante en Óptica y Fotónica,77563717-K,229328,Trabajo presencial,Jornadas de turnos
74521,Practicante en Cuidados Intensivos,77563434-0,432208,Trabajo presencial,Jornada de medio tiempo
37404,Practicante en Óptica y Fotónica,77563434-0,244017,Trabajo remoto,Jornada de medio tiempo
18861,Practicante en Kinesiología Pediátrica,77564558-K,382957,Trabajo remoto,Jornada de medio tiempo
57113,Practicante en Psicología Organizacional,77564059-6,252156,Trabajo presencial,Jornada de tiempo parcial
56362,Practicante en Química Analítica,77564065-0,239410,Trabajo remoto,Jornadas de turnos
9557,Practicante en Pedagogía Inclusiva,77564065-0,254455,Trabajo remoto,Jornada de tiempo completo
87007,Practicante en Diseño Mecánico,77564065-0,277671,Trabajo remoto,Jornada de tiempo completo
2540,Practicante en Edición de Video,77564449-4,247909,Trabajo presencial,Jornada de tiempo completo
55938,Practicante en Microbiología,77564449-4,306293,Trabajo presencial,Jornada de medio tiempo
18625,Practicante en Genética,77565024-9,294255,Trabajo presencial,Jornada de tiempo completo
91422,Practicante en Ciberseguridad,77564702-7,365231,Trabajo presencial,Jornada de tiempo completo
36207,Practicante en Arte Digital para Publicidad,77564702-7,217759,Trabajo remoto,Jornada de tiempo parcial
23254,Practicante en Biología Marina,77564702-7,318229,Trabajo presencial,Jornada de tiempo parcial
92089,Practicante en Redes Eléctricas,77564702-7,247718,Trabajo presencial,Jornada de tiempo parcial
16762,Practicante en Diseño de Packaging,77564702-7,291807,Trabajo presencial,Jornadas flexibles
9364,Practicante en Genética,77564702-7,419281,Trabajo presencial,Jornada de tiempo completo
38140,Practicante en Educación Ambiental,77564702-7,261678,Trabajo remoto,Jornada de medio tiempo
63918,Practicante en Nanotecnología,77565751-0,228642,Trabajo remoto,Jornada de tiempo parcial
37581,Practicante en Derecho Penal,77565751-0,388196,Trabajo presencial,Jornadas de turnos
30836,Practicante en Pedagogía Montessori,77565751-0,296095,Trabajo presencial,Jornadas flexibles
73797,Practicante en Química Analítica,77565751-0,259732,Trabajo remoto,Jornadas flexibles
42397,Practicante en Diseño Editorial,77565624-7,201983,Trabajo remoto,Jornadas de turnos
84076,Practicante en Jardín Infantil,77565624-7,274772,Trabajo remoto,Jornadas de turnos
253,Practicante en Escuela Primaria,77566245-K,333659,Trabajo presencial,Jornadas flexibles
20929,Practicante en Mineralogía,77566611-0,400294,Trabajo presencial,Jornada de tiempo parcial
91681,Practicante en Mecánica de Fluidos,77566611-0,210868,Trabajo remoto,Jornada de tiempo parcial
38110,Practicante en Hidrología,77566611-0,261160,Trabajo remoto,Jornadas de turnos
81363,Practicante en Cardiología,77566611-0,269519,Trabajo remoto,Jornada de medio tiempo
56347,Practicante en Diseño de Packaging,77566611-0,200389,Trabajo presencial,Jornada de tiempo parcial
75636,Practicante en Cirugía,77566723-0,202601,Trabajo remoto,Jornadas de turnos
24145,Practicante en Astrofísica,77566723-0,330060,Trabajo remoto,Jornada de tiempo completo
38847,Practicante en Derecho Corporativo,77566723-0,253962,Trabajo remoto,Jornadas flexibles
22754,Practicante en Realidad Virtual,77566723-0,217449,Trabajo presencial,Jornadas flexibles
14192,Practicante en Educación Ambiental,77566723-0,321954,Trabajo remoto,Jornada de medio tiempo
57226,Practicante en Asistencia Social,77566723-0,356431,Trabajo presencial,Jornadas flexibles
67915,Practicante en Diseño Editorial,77566723-0,291213,Trabajo remoto,Jornada de medio tiempo
1031,Practicante en Psicomotricidad Infantil,77566723-0,357575,Trabajo remoto,Jornadas de turnos
47529,Practicante en Vías y Transporte,77566723-0,244881,Trabajo remoto,Jornadas flexibles
15993,Practicante en Internet de las Cosas,77566723-0,246993,Trabajo presencial,Jornada de medio tiempo
10689,Practicante en Óptica y Fotónica,77566723-0,269297,Trabajo presencial,Jornadas de turnos
51039,Practicante en Arquitectura Sostenible,77566723-0,285577,Trabajo remoto,Jornada de medio tiempo
99324,Practicante en Rehabilitación Deportiva,77566413-4,342508,Trabajo remoto,Jornadas de turnos
82947,Practicante en Laboratorio Químico,77566413-4,328874,Trabajo remoto,Jornadas de turnos
62197,Practicante en Terapia Respiratoria,77566413-4,436714,Trabajo remoto,Jornada de tiempo completo
73236,Practicante en Odontopediatría,77566413-4,217920,Trabajo presencial,Jornada de tiempo parcial
39954,Practicante en Educación Ambiental,77566413-4,219417,Trabajo remoto,Jornadas flexibles
89521,Practicante en Propiedad Intelectual,77566413-4,272168,Trabajo remoto,Jornada de medio tiempo
26083,Practicante en Museología,77566413-4,368164,Trabajo remoto,Jornadas flexibles
30305,Practicante en Arte Digital para Publicidad,77566413-4,278515,Trabajo remoto,Jornadas de turnos
51594,Practicante en Internet de las Cosas,77566716-8,298888,Trabajo remoto,Jornadas flexibles
937,Practicante en Edición de Video,77566716-8,285555,Trabajo remoto,Jornadas flexibles
48242,Practicante en Neuropsicología,77566716-8,237981,Trabajo presencial,Jornadas de turnos
88275,Practicante en Ginecología,77566716-8,207260,Trabajo presencial,Jornadas flexibles
23765,Practicante en Laboratorio de Física Aplicada,77566716-8,205006,Trabajo remoto,Jornada de tiempo parcial
45803,Practicante en Geofísica,77566819-9,209068,Trabajo presencial,Jornadas de turnos
32294,Practicante en Derecho Penal,77566682-K,200820,Trabajo presencial,Jornada de medio tiempo
22945,Practicante en Calidad,77566682-K,215857,Trabajo presencial,Jornadas de turnos
26523,Practicante en Estudio de Arquitectura,77566682-K,223257,Trabajo remoto,Jornada de tiempo parcial
57144,Practicante en Arquitectura Sostenible,77566682-K,335068,Trabajo presencial,Jornada de medio tiempo
18206,Practicante en Docencia Histórica,77566682-K,241368,Trabajo remoto,Jornada de tiempo completo
79231,Practicante en Gestión de Proyectos,77566682-K,349183,Trabajo remoto,Jornada de medio tiempo
38394,Practicante en Museología,77566682-K,249885,Trabajo remoto,Jornada de tiempo completo
2855,Practicante en Laboratorio Biológico,77566682-K,230638,Trabajo remoto,Jornada de tiempo parcial
31368,Practicante en Pedagogía Montessori,77566682-K,213615,Trabajo presencial,Jornada de tiempo completo
294,Practicante en Electrónica de Potencia,77566939-K,211789,Trabajo presencial,Jornada de tiempo parcial
48230,Practicante en Ciberseguridad,77567212-9,339999,Trabajo remoto,Jornadas flexibles
5501,Practicante en Restauración Patrimonial,77567193-9,226995,Trabajo remoto,Jornada de tiempo parcial
99267,Practicante en Jardín Infantil,77567193-9,376583,Trabajo presencial,Jornadas de turnos
48142,Practicante en Cirugía,77567193-9,317436,Trabajo remoto,Jornadas flexibles
1015,Practicante en Cirugía,77567201-3,286222,Trabajo presencial,Jornada de tiempo parcial
71389,Practicante en Pedagogía Inclusiva,77567559-4,531752,Trabajo presencial,Jornada de tiempo completo
66440,Practicante en Gestión Escolar,77567391-5,221016,Trabajo remoto,Jornada de medio tiempo
96383,Practicante en Arquitectura Sostenible,77567055-K,370283,Trabajo presencial,Jornadas flexibles
11036,Practicante en Trabajo Social Penitenciario,77567463-6,330762,Trabajo remoto,Jornada de tiempo parcial
87404,Practicante en Redes,77567463-6,209709,Trabajo presencial,Jornada de tiempo parcial
8705,Practicante en Odontopediatría,77567463-6,219561,Trabajo presencial,Jornada de tiempo completo
3798,Practicante en Endodoncia,77567463-6,322747,Trabajo presencial,Jornada de tiempo completo
46828,Practicante en Cirugía,77567463-6,467638,Trabajo remoto,Jornada de tiempo parcial
3215,Practicante en Neuropsicología,77567034-7,206508,Trabajo presencial,Jornada de tiempo completo
77974,Practicante en Robótica,77567034-7,405415,Trabajo presencial,Jornadas flexibles
97198,Practicante en Investigación Histórica,77567643-4,387714,Trabajo remoto,Jornadas flexibles
